FoodImage,NumOffeats,BagOfSurf,FoodId

/Users/Shawn/Google Drive/ECEN642/642 Final Proj/Datasets/data/Arbys/01/inst2/05.jpg,1139,BagOfSurf{0.0456540825285338;0.01141352063213345;0.007901668129938543;0.004389815627743635;0.0;0.0;0.00877963125548727;0.03160667251975417;0.0052677787532923615;0.013169446883230905;0.014925373134328358;0.0;0.010535557506584723;0.004389815627743635;0.016681299385425813;0.010535557506584723;0.013169446883230905;0.009657594381035996;0.003511852502194908;0.018437225636523266;0.013169446883230905;0.003511852502194908;0.010535557506584723;0.04477611940298507;0.010535557506584723;0.0228270412642669;0.006145741878841089;0.006145741878841089;0.004389815627743635;0.01141352063213345;0.006145741878841089;0.0052677787532923615;0.007023705004389816;0.004389815627743635;0.019315188762071993;0.012291483757682178;0.007023705004389816;0.004389815627743635;0.010535557506584723;0.0;0.003511852502194908;0.01141352063213345;0.007901668129938543;0.010535557506584723;0.0;8.77963125548727E-4;0.010535557506584723;0.01141352063213345;0.0052677787532923615;0.003511852502194908;0.007901668129938543;0.009657594381035996;0.013169446883230905;0.010535557506584723;0.007023705004389816;0.00877963125548727;0.003511852502194908;8.77963125548727E-4;0.004389815627743635;0.00877963125548727;0.010535557506584723;0.0026338893766461808;0.0228270412642669;0.004389815627743635;0.021949078138718173;0.009657594381035996;0.010535557506584723;0.003511852502194908;0.009657594381035996;0.019315188762071993;0.0228270412642669;0.006145741878841089;0.0026338893766461808;0.0026338893766461808;0.003511852502194908;0.0052677787532923615;0.0052677787532923615;0.006145741878841089;0.013169446883230905;0.006145741878841089;0.007901668129938543;0.004389815627743635;0.009657594381035996;0.0052677787532923615;0.0052677787532923615;0.006145741878841089;0.0026338893766461808;0.0052677787532923615;0.019315188762071993;0.06935908691834942;0.01755926251097454;8.77963125548727E-4;0.003511852502194908;0.001755926251097454;0.0026338893766461808;0.0052677787532923615;0.01755926251097454;0.02370500438981563;0.013169446883230905;0.010535557506584723},1
/Users/Shawn/Google Drive/ECEN642/642 Final Proj/Datasets/data/Arbys/01/inst2/06.jpg,990,BagOfSurf{0.03434343434343434;0.03838383838383838;0.00909090909090909;0.00404040404040404;0.0;0.0;0.01818181818181818;0.021212121212121213;0.0030303030303030303;0.011111111111111112;0.01818181818181818;0.00909090909090909;0.00808080808080808;0.005050505050505051;0.005050505050505051;0.01717171717171717;0.01818181818181818;0.007070707070707071;0.00202020202020202;0.011111111111111112;0.020202020202020204;0.0030303030303030303;0.006060606060606061;0.03636363636363636;0.01717171717171717;0.013131313131313131;0.00202020202020202;0.006060606060606061;0.006060606060606061;0.012121212121212121;0.010101010101010102;0.007070707070707071;0.00808080808080808;0.005050505050505051;0.025252525252525252;0.01717171717171717;0.005050505050505051;0.005050505050505051;0.015151515151515152;0.00101010101010101;0.00101010101010101;0.005050505050505051;0.006060606060606061;0.00404040404040404;0.00909090909090909;0.0030303030303030303;0.010101010101010102;0.01717171717171717;0.012121212121212121;0.00909090909090909;0.00808080808080808;0.007070707070707071;0.006060606060606061;0.0030303030303030303;0.014141414141414142;0.006060606060606061;0.0030303030303030303;0.006060606060606061;0.006060606060606061;0.010101010101010102;0.0030303030303030303;0.00404040404040404;0.012121212121212121;0.00909090909090909;0.01818181818181818;0.007070707070707071;0.00808080808080808;0.005050505050505051;0.010101010101010102;0.01717171717171717;0.03535353535353535;0.005050505050505051;0.00101010101010101;0.013131313131313131;0.006060606060606061;0.006060606060606061;0.00101010101010101;0.00404040404040404;0.00909090909090909;0.006060606060606061;0.00808080808080808;0.00909090909090909;0.013131313131313131;0.006060606060606061;0.010101010101010102;0.0030303030303030303;0.005050505050505051;0.007070707070707071;0.010101010101010102;0.05757575757575758;0.012121212121212121;0.005050505050505051;0.006060606060606061;0.005050505050505051;0.00101010101010101;0.00202020202020202;0.010101010101010102;0.01818181818181818;0.011111111111111112;0.011111111111111112},1
/Users/Shawn/Google Drive/ECEN642/642 Final Proj/Datasets/data/Arbys/01/inst3/01.jpg,1033,BagOfSurf{0.023233301064859633;0.007744433688286544;0.00968054211035818;0.006776379477250726;0.002904162633107454;0.0;0.011616650532429816;0.02516940948693127;0.002904162633107454;0.01452081316553727;0.008712487899322363;0.008712487899322363;0.005808325266214908;0.012584704743465635;0.017424975798644726;0.027105517909002903;0.018393030009680542;0.007744433688286544;0.01452081316553727;0.00484027105517909;0.01452081316553727;0.0;9.68054211035818E-4;0.02516940948693127;0.011616650532429816;0.018393030009680542;0.002904162633107454;0.00484027105517909;0.003872216844143272;0.001936108422071636;0.007744433688286544;0.00968054211035818;0.016456921587608905;0.003872216844143272;0.015488867376573089;0.012584704743465635;0.00484027105517909;0.007744433688286544;0.008712487899322363;0.0;0.010648596321393998;9.68054211035818E-4;0.016456921587608905;0.003872216844143272;9.68054211035818E-4;0.0;0.003872216844143272;0.017424975798644726;0.018393030009680542;0.006776379477250726;0.003872216844143272;0.005808325266214908;0.005808325266214908;0.013552758954501452;0.018393030009680542;0.005808325266214908;0.002904162633107454;9.68054211035818E-4;0.005808325266214908;0.015488867376573089;0.003872216844143272;0.005808325266214908;0.011616650532429816;0.005808325266214908;0.023233301064859633;0.007744433688286544;0.011616650532429816;0.008712487899322363;0.013552758954501452;0.021297192642787996;0.010648596321393998;0.010648596321393998;0.001936108422071636;0.01452081316553727;0.005808325266214908;0.00484027105517909;0.00484027105517909;0.006776379477250726;0.01452081316553727;0.003872216844143272;0.02032913843175218;0.00484027105517909;0.01936108422071636;0.005808325266214908;0.015488867376573089;0.007744433688286544;0.002904162633107454;0.007744433688286544;0.02032913843175218;0.03872216844143272;0.010648596321393998;0.00484027105517909;0.008712487899322363;0.010648596321393998;0.003872216844143272;0.00484027105517909;0.018393030009680542;0.012584704743465635;0.011616650532429816;0.01936108422071636},1
/Users/Shawn/Google Drive/ECEN642/642 Final Proj/Datasets/data/Arbys/01/inst3/02.jpg,1122,BagOfSurf{0.006238859180035651;0.025846702317290554;0.015151515151515152;0.00980392156862745;8.9126559714795E-4;0.0053475935828877;0.00980392156862745;0.012477718360071301;0.00267379679144385;0.013368983957219251;0.013368983957219251;0.006238859180035651;0.00980392156862745;0.008912655971479501;0.02406417112299465;0.013368983957219251;0.008912655971479501;0.0035650623885918;0.011586452762923352;0.00267379679144385;0.01871657754010695;0.004456327985739751;8.9126559714795E-4;0.04367201426024955;0.012477718360071301;0.012477718360071301;0.004456327985739751;0.008912655971479501;0.0106951871657754;0.006238859180035651;0.011586452762923352;0.0106951871657754;0.008912655971479501;0.00980392156862745;0.04367201426024955;0.0213903743315508;0.0071301247771836;0.004456327985739751;0.006238859180035651;0.0017825311942959;0.008912655971479501;0.00267379679144385;0.006238859180035651;0.00980392156862745;0.004456327985739751;0.0053475935828877;0.0071301247771836;0.01871657754010695;0.0071301247771836;0.02406417112299465;0.006238859180035651;0.004456327985739751;0.006238859180035651;0.00980392156862745;0.013368983957219251;0.0035650623885918;0.004456327985739751;0.0053475935828877;0.00267379679144385;0.0196078431372549;8.9126559714795E-4;0.00980392156862745;0.01693404634581105;0.00980392156862745;0.04634581105169341;0.006238859180035651;0.0017825311942959;0.0071301247771836;0.0071301247771836;0.017825311942959002;0.012477718360071301;0.008021390374331552;0.00980392156862745;8.9126559714795E-4;0.012477718360071301;0.00267379679144385;0.0053475935828877;0.00267379679144385;0.011586452762923352;0.0035650623885918;0.0142602495543672;0.0106951871657754;0.0142602495543672;0.0071301247771836;0.00980392156862745;0.0053475935828877;0.0;0.006238859180035651;0.015151515151515152;0.03297682709447415;0.0053475935828877;0.0017825311942959;0.004456327985739751;0.0053475935828877;0.0071301247771836;0.008021390374331552;0.0071301247771836;0.0053475935828877;0.00980392156862745;0.013368983957219251},1
/Users/Shawn/Google Drive/ECEN642/642 Final Proj/Datasets/data/Arbys/01/inst3/03.jpg,1000,BagOfSurf{0.014;0.004;0.005;0.009;0.005;0.004;0.016;0.011;0.005;0.019;0.013;0.009;0.006;0.009;0.021;0.012;0.016;0.004;0.013;0.004;0.022;0.009;0.002;0.028;0.004;0.018;0.016;0.008;0.006;0.012;0.012;0.006;0.014;0.014;0.031;0.014;0.006;0.001;0.004;0.002;0.009;0.005;0.017;0.01;0.001;0.005;0.004;0.013;0.009;0.003;0.001;0.007;0.012;0.014;0.011;0.007;0.006;0.007;0.005;0.014;0.003;0.015;0.031;0.009;0.019;0.009;0.004;0.007;0.008;0.017;0.018;0.005;0.007;0.013;0.011;0.004;0.003;0.005;0.008;0.007;0.015;0.011;0.012;0.012;0.004;0.009;0.001;0.007;0.017;0.036;0.007;0.005;0.008;0.002;0.005;0.011;0.01;0.021;0.009;0.007},1
/Users/Shawn/Google Drive/ECEN642/642 Final Proj/Datasets/data/Arbys/01/inst3/04.jpg,1064,BagOfSurf{0.013157894736842105;0.012218045112781954;0.007518796992481203;0.009398496240601503;0.004699248120300752;0.0037593984962406013;0.010338345864661654;0.03101503759398496;0.0037593984962406013;0.016917293233082706;0.008458646616541353;0.0037593984962406013;0.004699248120300752;0.006578947368421052;0.022556390977443608;0.02631578947368421;0.020676691729323307;0.009398496240601503;0.012218045112781954;0.011278195488721804;0.017857142857142856;0.0018796992481203006;0.002819548872180451;0.023496240601503758;0.004699248120300752;0.012218045112781954;9.398496240601503E-4;9.398496240601503E-4;0.005639097744360902;0.008458646616541353;0.016917293233082706;0.010338345864661654;0.020676691729323307;0.014097744360902255;0.015037593984962405;0.020676691729323307;0.004699248120300752;0.0037593984962406013;0.006578947368421052;9.398496240601503E-4;0.005639097744360902;0.0037593984962406013;0.005639097744360902;0.007518796992481203;0.0037593984962406013;0.005639097744360902;0.0037593984962406013;0.011278195488721804;0.004699248120300752;0.043233082706766915;0.007518796992481203;0.0037593984962406013;0.006578947368421052;0.017857142857142856;0.010338345864661654;0.005639097744360902;0.002819548872180451;0.0018796992481203006;0.0018796992481203006;0.018796992481203006;0.004699248120300752;0.005639097744360902;0.02725563909774436;0.010338345864661654;0.02725563909774436;0.002819548872180451;0.0037593984962406013;0.0018796992481203006;0.009398496240601503;0.022556390977443608;0.006578947368421052;0.002819548872180451;0.008458646616541353;0.010338345864661654;0.012218045112781954;0.004699248120300752;0.008458646616541353;0.008458646616541353;0.008458646616541353;0.004699248120300752;0.013157894736842105;0.005639097744360902;0.006578947368421052;0.010338345864661654;0.016917293233082706;0.005639097744360902;0.0037593984962406013;0.005639097744360902;0.023496240601503758;0.03853383458646616;0.013157894736842105;0.004699248120300752;0.006578947368421052;0.005639097744360902;0.0018796992481203006;0.0037593984962406013;0.008458646616541353;0.014097744360902255;0.007518796992481203;0.010338345864661654},1
/Users/Shawn/Google Drive/ECEN642/642 Final Proj/Datasets/data/Arbys/01/inst3/05.jpg,1012,BagOfSurf{0.012845849802371542;0.023715415019762844;0.01383399209486166;0.00691699604743083;0.00691699604743083;0.001976284584980237;0.003952569169960474;0.024703557312252964;0.004940711462450593;0.011857707509881422;0.015810276679841896;0.012845849802371542;0.008893280632411068;0.011857707509881422;0.02865612648221344;0.029644268774703556;0.025691699604743084;0.00691699604743083;0.012845849802371542;0.003952569169960474;0.017786561264822136;0.007905138339920948;0.001976284584980237;0.017786561264822136;0.007905138339920948;0.012845849802371542;0.004940711462450593;0.003952569169960474;0.008893280632411068;0.00691699604743083;0.023715415019762844;0.004940711462450593;0.011857707509881422;0.00691699604743083;0.023715415019762844;0.010869565217391304;0.001976284584980237;0.0029644268774703555;9.881422924901185E-4;9.881422924901185E-4;0.00691699604743083;0.004940711462450593;0.004940711462450593;0.005928853754940711;9.881422924901185E-4;0.001976284584980237;0.005928853754940711;0.023715415019762844;0.007905138339920948;0.044466403162055336;9.881422924901185E-4;0.003952569169960474;0.0;0.01383399209486166;0.009881422924901186;0.005928853754940711;0.00691699604743083;0.00691699604743083;0.0;0.012845849802371542;0.001976284584980237;0.00691699604743083;0.015810276679841896;0.005928853754940711;0.03458498023715415;0.003952569169960474;0.0029644268774703555;0.001976284584980237;0.007905138339920948;0.017786561264822136;0.005928853754940711;0.007905138339920948;0.0029644268774703555;0.003952569169960474;0.003952569169960474;0.009881422924901186;0.005928853754940711;0.003952569169960474;0.0029644268774703555;0.001976284584980237;0.021739130434782608;0.007905138339920948;0.012845849802371542;0.009881422924901186;0.021739130434782608;0.012845849802371542;0.003952569169960474;0.008893280632411068;0.019762845849802372;0.040513833992094864;0.011857707509881422;0.0029644268774703555;0.0029644268774703555;9.881422924901185E-4;0.005928853754940711;0.00691699604743083;0.007905138339920948;0.008893280632411068;0.009881422924901186;0.014822134387351778},1
/Users/Shawn/Google Drive/ECEN642/642 Final Proj/Datasets/data/Arbys/01/inst3/06.jpg,936,BagOfSurf{0.01282051282051282;0.021367521367521368;0.005341880341880342;0.002136752136752137;0.00641025641025641;0.0010683760683760685;0.00641025641025641;0.017094017094017096;0.008547008547008548;0.014957264957264958;0.009615384615384616;0.003205128205128205;0.010683760683760684;0.009615384615384616;0.013888888888888888;0.014957264957264958;0.019230769230769232;0.01282051282051282;0.013888888888888888;0.003205128205128205;0.014957264957264958;0.003205128205128205;0.004273504273504274;0.050213675213675216;0.009615384615384616;0.018162393162393164;0.005341880341880342;0.003205128205128205;0.008547008547008548;0.0010683760683760685;0.011752136752136752;0.00641025641025641;0.016025641025641024;0.00641025641025641;0.03205128205128205;0.027777777777777776;0.005341880341880342;0.008547008547008548;0.009615384615384616;0.0;0.002136752136752137;0.002136752136752137;0.007478632478632479;0.008547008547008548;0.0;0.005341880341880342;0.005341880341880342;0.01282051282051282;0.010683760683760684;0.00641025641025641;0.008547008547008548;0.005341880341880342;0.005341880341880342;0.007478632478632479;0.019230769230769232;0.007478632478632479;0.003205128205128205;0.0010683760683760685;0.005341880341880342;0.017094017094017096;0.003205128205128205;0.004273504273504274;0.02564102564102564;0.005341880341880342;0.038461538461538464;0.013888888888888888;0.014957264957264958;0.005341880341880342;0.009615384615384616;0.014957264957264958;0.021367521367521368;0.005341880341880342;0.003205128205128205;0.007478632478632479;0.005341880341880342;0.007478632478632479;0.010683760683760684;0.002136752136752137;0.005341880341880342;0.002136752136752137;0.016025641025641024;0.007478632478632479;0.014957264957264958;0.003205128205128205;0.014957264957264958;0.013888888888888888;0.0010683760683760685;0.008547008547008548;0.021367521367521368;0.029914529914529916;0.011752136752136752;0.002136752136752137;0.005341880341880342;0.003205128205128205;0.002136752136752137;0.0010683760683760685;0.018162393162393164;0.010683760683760684;0.004273504273504274;0.01282051282051282},1
/Users/Shawn/Google Drive/ECEN642/642 Final Proj/Datasets/data/Arbys/02/inst1/01.jpg,619,BagOfSurf{0.014539579967689823;0.014539579967689823;0.0210016155088853;0.01938610662358643;0.0;0.0;0.025848142164781908;0.04361873990306947;0.0016155088852988692;0.009693053311793215;0.006462035541195477;0.0;0.0032310177705977385;0.009693053311793215;0.05331179321486268;0.01615508885298869;0.01938610662358643;0.0;0.006462035541195477;0.0032310177705977385;0.004846526655896607;0.0;0.006462035541195477;0.05815831987075929;0.012924071082390954;0.014539579967689823;0.0032310177705977385;0.0032310177705977385;0.004846526655896607;0.006462035541195477;0.011308562197092083;0.0032310177705977385;0.0032310177705977385;0.0032310177705977385;0.0210016155088853;0.0210016155088853;0.0016155088852988692;0.024232633279483037;0.011308562197092083;0.0032310177705977385;0.0032310177705977385;0.0032310177705977385;0.0016155088852988692;0.0016155088852988692;0.006462035541195477;0.0032310177705977385;0.009693053311793215;0.011308562197092083;0.011308562197092083;0.033925686591276254;0.017770597738287562;0.0032310177705977385;0.009693053311793215;0.004846526655896607;0.006462035541195477;0.0;0.0032310177705977385;0.0032310177705977385;0.0016155088852988692;0.0032310177705977385;0.022617124394184167;0.0016155088852988692;0.0210016155088853;0.0016155088852988692;0.05654281098546042;0.009693053311793215;0.0032310177705977385;0.004846526655896607;0.006462035541195477;0.011308562197092083;0.011308562197092083;0.009693053311793215;0.012924071082390954;0.0016155088852988692;0.025848142164781908;0.0032310177705977385;0.0;0.0016155088852988692;0.004846526655896607;0.0016155088852988692;0.006462035541195477;0.009693053311793215;0.008077544426494346;0.0032310177705977385;0.014539579967689823;0.006462035541195477;0.0;0.004846526655896607;0.024232633279483037;0.012924071082390954;0.008077544426494346;0.0;0.0;0.006462035541195477;0.006462035541195477;0.006462035541195477;0.011308562197092083;0.0032310177705977385;0.006462035541195477;0.024232633279483037},2
/Users/Shawn/Google Drive/ECEN642/642 Final Proj/Datasets/data/Arbys/02/inst1/02.jpg,860,BagOfSurf{0.01744186046511628;0.0069767441860465115;0.020930232558139535;0.010465116279069767;0.0;0.0;0.029069767441860465;0.01744186046511628;0.00813953488372093;0.01627906976744186;0.015116279069767442;0.0069767441860465115;0.0034883720930232558;0.009302325581395349;0.02558139534883721;0.030232558139534883;0.015116279069767442;0.002325581395348837;0.0069767441860465115;0.012790697674418604;0.012790697674418604;0.004651162790697674;0.002325581395348837;0.037209302325581395;0.012790697674418604;0.010465116279069767;0.004651162790697674;0.010465116279069767;0.0034883720930232558;0.00813953488372093;0.0069767441860465115;0.0034883720930232558;0.012790697674418604;0.0034883720930232558;0.018604651162790697;0.02558139534883721;0.002325581395348837;0.01627906976744186;0.00813953488372093;0.005813953488372093;0.0034883720930232558;0.005813953488372093;0.002325581395348837;0.010465116279069767;0.0069767441860465115;0.002325581395348837;0.012790697674418604;0.015116279069767442;0.005813953488372093;0.01744186046511628;0.0069767441860465115;0.004651162790697674;0.015116279069767442;0.005813953488372093;0.012790697674418604;0.00813953488372093;0.0;0.0034883720930232558;0.0011627906976744186;0.005813953488372093;0.015116279069767442;0.012790697674418604;0.018604651162790697;0.0011627906976744186;0.029069767441860465;0.012790697674418604;0.00813953488372093;0.0034883720930232558;0.015116279069767442;0.01744186046511628;0.013953488372093023;0.01627906976744186;0.0069767441860465115;0.0034883720930232558;0.0069767441860465115;0.0069767441860465115;0.002325581395348837;0.0034883720930232558;0.00813953488372093;0.005813953488372093;0.0069767441860465115;0.012790697674418604;0.009302325581395349;0.011627906976744186;0.010465116279069767;0.004651162790697674;0.002325581395348837;0.0011627906976744186;0.023255813953488372;0.026744186046511628;0.0069767441860465115;0.0;0.005813953488372093;0.002325581395348837;0.004651162790697674;0.00813953488372093;0.011627906976744186;0.011627906976744186;0.00813953488372093;0.011627906976744186},2
/Users/Shawn/Google Drive/ECEN642/642 Final Proj/Datasets/data/Arbys/02/inst1/03.jpg,777,BagOfSurf{0.01673101673101673;0.002574002574002574;0.014157014157014158;0.014157014157014158;0.006435006435006435;0.0;0.01287001287001287;0.015444015444015444;0.005148005148005148;0.023166023166023165;0.02059202059202059;0.003861003861003861;0.006435006435006435;0.018018018018018018;0.018018018018018018;0.036036036036036036;0.019305019305019305;0.002574002574002574;0.01673101673101673;0.014157014157014158;0.01287001287001287;0.001287001287001287;0.002574002574002574;0.018018018018018018;0.007722007722007722;0.018018018018018018;0.005148005148005148;0.006435006435006435;0.007722007722007722;0.01287001287001287;0.02574002574002574;0.006435006435006435;0.001287001287001287;0.002574002574002574;0.015444015444015444;0.029601029601029602;0.011583011583011582;0.006435006435006435;0.006435006435006435;0.003861003861003861;0.003861003861003861;0.01287001287001287;0.002574002574002574;0.005148005148005148;0.0;0.002574002574002574;0.01287001287001287;0.01287001287001287;0.006435006435006435;0.011583011583011582;0.010296010296010296;0.001287001287001287;0.010296010296010296;0.014157014157014158;0.011583011583011582;0.006435006435006435;0.0;0.003861003861003861;0.001287001287001287;0.002574002574002574;0.015444015444015444;0.0;0.02574002574002574;0.006435006435006435;0.019305019305019305;0.007722007722007722;0.003861003861003861;0.010296010296010296;0.014157014157014158;0.02445302445302445;0.015444015444015444;0.005148005148005148;0.005148005148005148;0.002574002574002574;0.002574002574002574;0.009009009009009009;0.002574002574002574;0.005148005148005148;0.006435006435006435;0.003861003861003861;0.014157014157014158;0.01287001287001287;0.02702702702702703;0.006435006435006435;0.009009009009009009;0.005148005148005148;0.002574002574002574;0.006435006435006435;0.021879021879021878;0.03346203346203346;0.007722007722007722;0.0;0.005148005148005148;0.006435006435006435;0.003861003861003861;0.006435006435006435;0.015444015444015444;0.005148005148005148;0.006435006435006435;0.018018018018018018},2
/Users/Shawn/Google Drive/ECEN642/642 Final Proj/Datasets/data/Arbys/02/inst1/04.jpg,694,BagOfSurf{0.021613832853025938;0.010086455331412104;0.03025936599423631;0.012968299711815562;0.002881844380403458;0.0;0.010086455331412104;0.043227665706051875;0.004322766570605188;0.01729106628242075;0.007204610951008645;0.001440922190201729;0.001440922190201729;0.010086455331412104;0.025936599423631124;0.02881844380403458;0.010086455331412104;0.004322766570605188;0.007204610951008645;0.005763688760806916;0.018731988472622477;0.001440922190201729;0.002881844380403458;0.0446685878962536;0.005763688760806916;0.012968299711815562;0.002881844380403458;0.007204610951008645;0.007204610951008645;0.005763688760806916;0.03025936599423631;0.0;0.004322766570605188;0.010086455331412104;0.01729106628242075;0.025936599423631124;0.002881844380403458;0.007204610951008645;0.011527377521613832;0.004322766570605188;0.004322766570605188;0.007204610951008645;0.011527377521613832;0.010086455331412104;0.002881844380403458;0.007204610951008645;0.007204610951008645;0.012968299711815562;0.01440922190201729;0.018731988472622477;0.012968299711815562;0.002881844380403458;0.002881844380403458;0.008645533141210375;0.008645533141210375;0.0;0.001440922190201729;0.004322766570605188;0.001440922190201729;0.008645533141210375;0.001440922190201729;0.010086455331412104;0.024495677233429394;0.005763688760806916;0.02881844380403458;0.007204610951008645;0.001440922190201729;0.0;0.002881844380403458;0.027377521613832854;0.01440922190201729;0.008645533141210375;0.004322766570605188;0.005763688760806916;0.005763688760806916;0.007204610951008645;0.0;0.002881844380403458;0.001440922190201729;0.001440922190201729;0.01440922190201729;0.010086455331412104;0.010086455331412104;0.007204610951008645;0.020172910662824207;0.005763688760806916;0.001440922190201729;0.005763688760806916;0.01585014409221902;0.03602305475504323;0.005763688760806916;0.001440922190201729;0.008645533141210375;0.001440922190201729;0.002881844380403458;0.007204610951008645;0.012968299711815562;0.018731988472622477;0.008645533141210375;0.01729106628242075},2
